customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
991,128.0,3.0,3948.6915,3,2,3,8,Potential
992,70.0,6.0,4742.718,4,5,4,13,Champions
993,287.0,3.0,1654.1200000000001,2,2,1,5,At Risk
994,139.0,3.0,4307.505,3,2,3,8,Potential
995,383.0,6.0,8144.6955,1,5,5,11,Loyal
996,103.0,3.0,3030.097,4,2,2,8,Potential
997,90.0,4.0,4277.848000000001,4,3,3,10,Loyal
998,15.0,5.0,4087.8970000000004,5,4,3,12,Loyal
999,141.0,3.0,7349.855,3,2,5,10,Loyal
1000,85.0,3.0,2128.5165,4,2,2,8,Potential
1001,276.0,5.0,6826.8634999999995,2,4,5,11,Loyal
1002,147.0,7.0,9162.7375,3,5,5,13,Champions
1003,103.0,4.0,1851.3380000000002,4,3,2,9,Potential
1004,250.0,3.0,4242.6095000000005,2,2,3,7,Potential
1005,13.0,2.0,3184.5280000000002,5,1,3,9,Potential
1006,367.0,3.0,4162.975,2,2,3,7,Potential
1007,78.0,6.0,37295.114499999996,4,5,5,14,Champions
1008,276.0,4.0,2001.3760000000002,2,3,2,7,Potential
1009,63.0,5.0,5703.226500000001,4,4,4,12,Loyal
1011,122.0,2.0,5636.96,3,1,4,8,Potential
1012,190.0,4.0,8978.232,3,3,5,11,Loyal
1013,16.0,1.0,512.6600000000001,5,1,1,7,Potential
1014,109.0,3.0,6014.991499999999,3,2,4,9,Potential
1015,30.0,5.0,10443.740499999998,5,4,5,14,Champions
1016,178.0,4.0,2599.0060000000003,3,3,2,8,Potential
1017,78.0,1.0,906.9340000000001,4,1,1,6,At Risk
1018,570.0,1.0,133.13,1,1,1,3,Lost
1019,692.0,1.0,1062.1505,1,1,1,3,Lost
1020,363.0,4.0,4336.057,2,3,3,8,Potential
1021,304.0,3.0,4947.261,2,2,4,8,Potential
1022,52.0,3.0,3258.978,4,2,3,9,Potential
1023,300.0,6.0,5601.163499999999,2,5,4,11,Loyal
1025,25.0,5.0,6679.3295,5,4,5,14,Champions
1026,164.0,4.0,933.7905000000001,3,3,1,7,Potential
1027,76.0,1.0,456.96,4,1,1,6,At Risk
1028,1008.0,1.0,261.44949999999994,1,1,1,3,Lost
1029,82.0,2.0,2362.667,4,1,2,7,Potential
1030,1.0,7.0,7190.191500000001,5,5,5,15,Champions
1031,5.0,4.0,2722.2065000000002,5,3,2,10,Loyal
1032,885.0,2.0,1537.8314999999998,1,1,1,3,Lost
1033,250.0,3.0,274.301,2,2,1,5,At Risk
1034,354.0,3.0,4453.067999999999,2,2,4,8,Potential
1035,131.0,7.0,10882.5595,3,5,5,13,Champions
1036,56.0,6.0,36344.966499999995,4,5,5,14,Champions
1037,43.0,4.0,5144.114,5,3,4,12,Loyal
1038,181.0,3.0,2124.214,3,2,2,7,Potential
1039,57.0,5.0,5677.097999999999,4,4,4,12,Loyal
1040,25.0,3.0,3691.6414999999997,5,2,3,10,Loyal
1041,94.0,3.0,3796.8630000000003,4,2,3,9,Potential
1042,33.0,3.0,4220.3240000000005,5,2,3,10,Loyal
1043,134.0,8.0,6570.0205,3,5,4,12,Loyal
1044,85.0,6.0,5006.951,4,5,4,13,Champions
1045,152.0,4.0,4179.1055,3,3,3,9,Potential
1046,450.0,1.0,274.11,1,1,1,3,Lost
1047,944.0,1.0,1779.1399999999999,1,1,1,3,Lost
1048,21.0,4.0,4445.548499999999,5,3,4,12,Loyal
1049,764.0,4.0,3752.8810000000003,1,3,3,7,Potential
1050,97.0,4.0,2784.1695000000004,4,3,2,9,Potential
1051,915.0,3.0,2030.352,1,2,2,5,At Risk
1052,355.0,5.0,6045.0085,2,4,4,10,Loyal
1053,556.0,3.0,3455.16,1,2,3,6,At Risk
1054,496.0,3.0,2402.214,1,2,2,5,At Risk
1055,637.0,2.0,2855.8199999999997,1,1,2,4,Lost
1056,81.0,2.0,4931.070000000001,4,1,4,9,Potential
1057,295.0,3.0,3136.6205,2,2,3,7,Potential
1058,478.0,7.0,9993.645499999999,1,5,5,11,Loyal
1059,367.0,1.0,590.8525,2,1,1,4,Lost
1060,351.0,4.0,2981.0515,2,3,2,7,Potential
1061,951.0,1.0,568.746,1,1,1,3,Lost
1062,90.0,4.0,3510.0179999999996,4,3,3,10,Loyal
1063,42.0,1.0,1556.8694999999998,5,1,1,7,Potential
1064,136.0,6.0,6125.197500000001,3,5,4,12,Loyal
1066,78.0,5.0,6940.07,4,4,5,13,Champions
1067,424.0,1.0,13474.644,1,1,5,7,Potential
1068,63.0,3.0,1869.7289999999998,4,2,2,8,Potential
1069,510.0,1.0,2195.03,1,1,2,4,Lost
1070,22.0,6.0,4940.457,5,5,4,14,Champions
1071,24.0,2.0,9188.233500000002,5,1,5,11,Loyal
1072,136.0,2.0,1368.168,3,1,1,5,At Risk
1073,59.0,5.0,8109.105,4,4,5,13,Champions
1074,147.0,5.0,4556.915499999999,3,4,4,11,Loyal
1075,74.0,5.0,17118.933499999996,4,4,5,13,Champions
1076,506.0,5.0,2803.5539999999996,1,4,2,7,Potential
1077,165.0,2.0,3212.733,3,1,3,7,Potential
1078,92.0,3.0,2604.0495,4,2,2,8,Potential
1079,82.0,2.0,1418.9240000000002,4,1,1,6,At Risk
1080,494.0,1.0,1204.4815,1,1,1,3,Lost
1081,345.0,3.0,5414.063999999999,2,2,4,8,Potential
1082,143.0,3.0,2274.449,3,2,2,7,Potential
1083,884.0,1.0,3968.7484999999997,1,1,3,5,At Risk
1084,586.0,2.0,2893.108,1,1,2,4,Lost
1085,22.0,8.0,11628.786,5,5,5,15,Champions
1086,558.0,2.0,1659.792,1,1,1,3,Lost
1087,347.0,1.0,1538.8855,2,1,1,4,Lost
1088,420.0,2.0,2625.02,1,1,2,4,Lost
1090,770.0,2.0,501.42,1,1,1,3,Lost
1091,121.0,5.0,4130.9529999999995,3,4,3,10,Loyal
1092,109.0,9.0,8127.8145,3,5,5,13,Champions
1093,86.0,4.0,3923.2085,4,3,3,10,Loyal
1094,171.0,5.0,4701.859,3,4,4,11,Loyal
1095,635.0,2.0,861.813,1,1,1,3,Lost
1096,147.0,1.0,372.493,3,1,1,5,At Risk
1097,269.0,6.0,8593.988,2,5,5,12,Loyal
1098,60.0,4.0,24989.227,4,3,5,12,Loyal
1099,88.0,4.0,4617.6415,4,3,4,11,Loyal
1100,2.0,8.0,10039.979500000001,5,5,5,15,Champions
1101,38.0,4.0,2690.7760000000003,5,3,2,10,Loyal
1102,346.0,1.0,1054.101,2,1,1,4,Lost
1103,54.0,3.0,4657.1025,4,2,4,10,Loyal
1104,9.0,4.0,13215.823999999999,5,3,5,13,Champions
1105,176.0,5.0,3685.494,3,4,3,10,Loyal
1106,37.0,4.0,2661.385,5,3,2,10,Loyal
1107,235.0,2.0,1782.6855,2,1,1,4,Lost
1108,18.0,4.0,4290.892,5,3,3,11,Loyal
1109,77.0,6.0,5953.917,4,5,4,13,Champions
1110,964.0,1.0,127.57,1,1,1,3,Lost
1111,69.0,5.0,5794.731500000001,4,4,4,12,Loyal
1112,371.0,3.0,1283.5615,1,2,1,4,Lost
1113,609.0,2.0,1524.645,1,1,1,3,Lost
1114,144.0,5.0,3265.0170000000003,3,4,3,10,Loyal
1115,13.0,4.0,4014.2099999999996,5,3,3,11,Loyal
1116,11.0,4.0,2740.4359999999997,5,3,2,10,Loyal
1117,508.0,2.0,1842.7179999999998,1,1,2,4,Lost
1118,320.0,2.0,4181.4580000000005,2,1,3,6,At Risk
1119,114.0,1.0,583.528,3,1,1,5,At Risk
1120,658.0,4.0,7770.243,1,3,5,9,Potential
1121,249.0,1.0,631.35,2,1,1,4,Lost
1122,430.0,1.0,829.9360000000001,1,1,1,3,Lost
1123,29.0,3.0,2554.0515000000005,5,2,2,9,Potential
1124,79.0,3.0,4398.7845,4,2,3,9,Potential
1125,601.0,3.0,3093.5920000000006,1,2,3,6,At Risk
1126,58.0,4.0,11781.3655,4,3,5,12,Loyal
1127,356.0,6.0,32462.882999999998,2,5,5,12,Loyal
1128,70.0,3.0,3303.3455000000004,4,2,3,9,Potential
1129,108.0,4.0,2418.8940000000002,3,3,2,8,Potential
1130,297.0,3.0,4943.5289999999995,2,2,4,8,Potential
1131,151.0,5.0,3982.7039999999997,3,4,3,10,Loyal
1132,72.0,1.0,1470.3579999999997,4,1,1,6,At Risk
1133,39.0,7.0,8906.477,5,5,5,15,Champions
1134,69.0,7.0,8228.2385,4,5,5,14,Champions
1135,24.0,2.0,1870.5404999999998,5,1,2,8,Potential
1136,0.0,4.0,3704.681,5,3,3,11,Loyal
1137,577.0,2.0,1241.142,1,1,1,3,Lost
1138,112.0,6.0,7736.983499999999,3,5,5,13,Champions
1139,48.0,4.0,6871.664500000001,4,3,5,12,Loyal
1140,153.0,2.0,5305.7029999999995,3,1,4,8,Potential
1141,170.0,3.0,5163.8985,3,2,4,9,Potential
1142,1.0,5.0,4793.0,5,4,4,13,Champions
1143,110.0,5.0,6351.5645,3,4,4,11,Loyal
1144,368.0,2.0,2201.2075,2,1,2,5,At Risk
1145,78.0,4.0,4352.967000000001,4,3,3,10,Loyal
1146,79.0,5.0,6621.232499999999,4,4,4,12,Loyal
1147,434.0,2.0,1967.9759999999999,1,1,2,4,Lost
1148,180.0,4.0,3541.1245,3,3,3,9,Potential
1149,115.0,5.0,4587.6105,3,4,4,11,Loyal
1150,32.0,2.0,3028.194,5,1,2,8,Potential
1151,26.0,5.0,4402.9974999999995,5,4,4,13,Champions
1153,559.0,3.0,3406.5654999999997,1,2,3,6,At Risk
1154,0.0,6.0,5644.562,5,5,4,14,Champions
1155,315.0,3.0,3034.489,2,2,2,6,At Risk
1156,361.0,3.0,3592.84,2,2,3,7,Potential
1158,804.0,4.0,6932.3420000000015,1,3,5,9,Potential
1159,121.0,2.0,2791.9665,3,1,2,6,At Risk
1160,23.0,4.0,1063.07,5,3,1,9,Potential
1161,390.0,1.0,567.69,1,1,1,3,Lost
1162,516.0,3.0,3039.973,1,2,2,5,At Risk
1163,5.0,6.0,8234.629,5,5,5,15,Champions
1164,228.0,4.0,2738.3625,2,3,2,7,Potential
1165,362.0,2.0,2753.69,2,1,2,5,At Risk
1166,186.0,4.0,5753.625499999999,3,3,4,10,Loyal
1167,1.0,6.0,7019.1755,5,5,5,15,Champions
1168,409.0,1.0,2524.9945,1,1,2,4,Lost
1169,306.0,1.0,2151.927,2,1,2,5,At Risk
1170,924.0,1.0,473.03049999999996,1,1,1,3,Lost
1171,131.0,8.0,10131.795,3,5,5,13,Champions
1172,265.0,2.0,1653.23,2,1,1,4,Lost
1173,179.0,5.0,3742.343,3,4,3,10,Loyal
1174,2.0,5.0,1979.9910000000002,5,4,2,11,Loyal
1175,722.0,2.0,1165.78,1,1,1,3,Lost
1176,541.0,3.0,2790.217,1,2,2,5,At Risk
1177,341.0,4.0,4857.9490000000005,2,3,4,9,Potential
1178,853.0,1.0,314.57649999999995,1,1,1,3,Lost
1179,471.0,5.0,3420.0299999999997,1,4,3,8,Potential
1180,139.0,7.0,47277.55299999999,3,5,5,13,Champions
1181,298.0,3.0,2680.4665,2,2,2,6,At Risk
1182,251.0,5.0,4362.1115,2,4,3,9,Potential
1183,6.0,3.0,2906.344,5,2,2,9,Potential
1184,449.0,3.0,5242.531,1,2,4,7,Potential
1185,539.0,2.0,3991.6875,1,1,3,5,At Risk
1186,48.0,4.0,3679.2705,4,3,3,10,Loyal
1187,162.0,7.0,11075.765500000001,3,5,5,13,Champions
1188,122.0,5.0,7245.910000000001,3,4,5,12,Loyal
1189,528.0,3.0,2999.029,1,2,2,5,At Risk
1190,73.0,5.0,2523.1925,4,4,2,10,Loyal
1191,75.0,3.0,4733.532,4,2,4,10,Loyal
1192,197.0,2.0,1985.2965000000002,3,1,2,6,At Risk
1193,237.0,3.0,3089.114,2,2,3,7,Potential
1194,1.0,3.0,2418.5635,5,2,2,9,Potential
1195,359.0,1.0,1372.416,2,1,1,4,Lost
1196,121.0,1.0,594.99,3,1,1,5,At Risk
1197,364.0,2.0,1229.3385,2,1,1,4,Lost
1198,30.0,6.0,6956.852,5,5,5,15,Champions
1199,252.0,4.0,10150.555,2,3,5,10,Loyal
1200,206.0,2.0,1144.41,2,1,1,4,Lost
1201,60.0,5.0,7869.536,4,4,5,13,Champions
1202,162.0,1.0,227.31,3,1,1,5,At Risk
1203,163.0,4.0,3056.0,3,3,2,8,Potential
1204,112.0,5.0,2870.6895,3,4,2,9,Potential
1205,109.0,2.0,2718.468,3,1,2,6,At Risk
1206,83.0,3.0,36787.025499999996,4,2,5,11,Loyal
1207,433.0,4.0,6395.910000000001,1,3,4,8,Potential
1208,136.0,2.0,7408.582,3,1,5,9,Potential
1209,0.0,5.0,1592.4535,5,4,1,10,Loyal
1210,234.0,6.0,3840.092,2,5,3,10,Loyal
1211,112.0,4.0,2537.7470000000003,3,3,2,8,Potential
1212,130.0,10.0,12344.8135,3,5,5,13,Champions
1213,2.0,2.0,1748.442,5,1,1,7,Potential
1214,176.0,6.0,9714.253499999999,3,5,5,13,Champions
1215,688.0,2.0,3082.0760000000005,1,1,3,5,At Risk
1216,69.0,4.0,1430.509,4,3,1,8,Potential
1217,141.0,5.0,79992.056,3,4,5,12,Loyal
1218,78.0,7.0,12493.61,4,5,5,14,Champions
1219,2.0,2.0,1152.705,5,1,1,7,Potential
1220,158.0,4.0,5048.731,3,3,4,10,Loyal
1221,16.0,2.0,4519.8875,5,1,4,10,Loyal
1222,192.0,1.0,185.9035,3,1,1,5,At Risk
1223,152.0,9.0,11153.264,3,5,5,13,Champions
1224,41.0,4.0,1142.6215000000002,5,3,1,9,Potential
1225,64.0,6.0,7751.605999999999,4,5,5,14,Champions
1226,68.0,2.0,2250.2340000000004,4,1,2,7,Potential
1227,468.0,3.0,4988.5419999999995,1,2,4,7,Potential
1228,6.0,4.0,5863.353999999999,5,3,4,12,Loyal
1229,494.0,1.0,1372.272,1,1,1,3,Lost
1230,52.0,4.0,4499.4105,4,3,4,11,Loyal
1231,52.0,6.0,8244.1415,4,5,5,14,Champions
1232,313.0,7.0,3705.72,2,5,3,10,Loyal
1233,49.0,6.0,6956.6925,4,5,5,14,Champions
1234,0.0,2.0,3189.9085000000005,5,1,3,9,Potential
1235,29.0,4.0,4851.594,5,3,4,12,Loyal
1236,1094.0,1.0,121.1915,1,1,1,3,Lost
1237,14.0,5.0,5047.6875,5,4,4,13,Champions
1238,105.0,2.0,3065.0255,4,1,2,7,Potential
1239,800.0,4.0,3904.9035000000003,1,3,3,7,Potential
1240,466.0,1.0,618.69,1,1,1,3,Lost
1241,283.0,5.0,5456.439499999999,2,4,4,10,Loyal
1242,278.0,3.0,3616.5924999999997,2,2,3,7,Potential
1243,222.0,3.0,4157.6655,2,2,3,7,Potential
1244,68.0,7.0,7112.666499999998,4,5,5,14,Champions
1245,56.0,4.0,10913.983999999999,4,3,5,12,Loyal
1246,85.0,2.0,13390.2425,4,1,5,10,Loyal
1247,476.0,5.0,5501.971,1,4,4,9,Potential
1248,315.0,2.0,1143.456,2,1,1,4,Lost
1249,62.0,2.0,3527.7505,4,1,3,8,Potential
1250,126.0,3.0,1343.708,3,2,1,6,At Risk
1251,49.0,2.0,1947.7910000000002,4,1,2,7,Potential
1252,61.0,3.0,2442.1805,4,2,2,8,Potential
1253,297.0,2.0,1657.3600000000001,2,1,1,4,Lost
1254,189.0,4.0,4764.0265,3,3,4,10,Loyal
1255,709.0,1.0,607.36,1,1,1,3,Lost
1256,373.0,5.0,3202.019,1,4,3,8,Potential
1257,681.0,4.0,3928.875,1,3,3,7,Potential
1258,27.0,3.0,4914.7080000000005,5,2,4,11,Loyal
1259,33.0,4.0,95535.575,5,3,5,13,Champions
1260,19.0,6.0,7259.295,5,5,5,15,Champions
1262,660.0,1.0,1834.962,1,1,2,4,Lost
1263,154.0,7.0,14417.666000000001,3,5,5,13,Champions
1264,0.0,6.0,5800.3060000000005,5,5,4,14,Champions
1265,367.0,7.0,8530.769499999999,2,5,5,12,Loyal
1266,6.0,4.0,5095.664000000001,5,3,4,12,Loyal
1267,75.0,2.0,1710.1335,4,1,1,6,At Risk
1268,218.0,3.0,3042.38,2,2,2,6,At Risk
1269,17.0,4.0,6020.415999999999,5,3,4,12,Loyal
1270,35.0,3.0,4423.338,5,2,4,11,Loyal
1271,145.0,4.0,3382.377,3,3,3,9,Potential
1272,125.0,4.0,3288.218,3,3,3,9,Potential
1273,69.0,3.0,2345.5635,4,2,2,8,Potential
1274,435.0,4.0,6194.776,1,3,4,8,Potential
1275,129.0,1.0,596.48,3,1,1,5,At Risk
1276,3.0,2.0,1165.6399999999999,5,1,1,7,Potential
1277,101.0,4.0,5058.452499999999,4,3,4,11,Loyal
1278,301.0,3.0,2968.8779999999997,2,2,2,6,At Risk
1279,439.0,2.0,1089.259,1,1,1,3,Lost
1280,37.0,2.0,1706.9785000000002,5,1,1,7,Potential
1281,15.0,3.0,1387.9360000000001,5,2,1,8,Potential
1282,52.0,3.0,3599.8265,4,2,3,9,Potential
1283,119.0,6.0,5499.650500000001,3,5,4,12,Loyal
1284,161.0,5.0,5360.183000000001,3,4,4,11,Loyal
1285,113.0,2.0,1561.0795,3,1,1,5,At Risk
1286,43.0,2.0,1066.3029999999999,5,1,1,7,Potential
1287,32.0,3.0,3135.6384999999996,5,2,3,10,Loyal
1288,356.0,1.0,478.173,2,1,1,4,Lost
1289,36.0,4.0,5764.972999999999,5,3,4,12,Loyal
1290,771.0,3.0,5812.2970000000005,1,2,4,7,Potential
1291,4.0,7.0,7579.2935,5,5,5,15,Champions
1292,86.0,4.0,2648.4525,4,3,2,9,Potential
1293,434.0,1.0,933.678,1,1,1,3,Lost
1294,465.0,2.0,3092.2149999999997,1,1,3,5,At Risk
1295,105.0,1.0,150.1,4,1,1,6,At Risk
1296,23.0,2.0,2683.8305,5,1,2,8,Potential
1297,667.0,2.0,1983.005,1,1,2,4,Lost
1298,210.0,3.0,2135.7380000000003,2,2,2,6,At Risk
1299,311.0,5.0,5112.815500000001,2,4,4,10,Loyal
1300,60.0,6.0,8504.5425,4,5,5,14,Champions
1302,41.0,4.0,3486.4915000000005,5,3,3,11,Loyal
1303,522.0,1.0,156.75,1,1,1,3,Lost
1304,251.0,4.0,5436.163000000001,2,3,4,9,Potential
1305,259.0,4.0,3187.7915000000003,2,3,3,8,Potential
1306,243.0,7.0,9170.558499999997,2,5,5,12,Loyal
1307,177.0,7.0,8965.2745,3,5,5,13,Champions
1308,327.0,2.0,2576.7200000000003,2,1,2,5,At Risk
1309,84.0,9.0,10837.454000000002,4,5,5,14,Champions
1310,156.0,3.0,1617.732,3,2,1,6,At Risk
1311,167.0,5.0,3122.5319999999997,3,4,3,10,Loyal
1312,291.0,6.0,8150.6925,2,5,5,12,Loyal
1313,266.0,5.0,6502.066,2,4,4,10,Loyal
1314,4.0,2.0,715.9615,5,1,1,7,Potential
1315,713.0,3.0,3445.5205,1,2,3,6,At Risk
1316,24.0,7.0,42809.577,5,5,5,15,Champions
1317,480.0,2.0,2967.7464999999997,1,1,2,4,Lost
1318,253.0,4.0,4043.46,2,3,3,8,Potential
1320,298.0,2.0,1860.5489999999998,2,1,2,5,At Risk
1321,82.0,3.0,1018.5099999999999,4,2,1,7,Potential
1322,253.0,2.0,1034.9479999999999,2,1,1,4,Lost
1323,411.0,2.0,1624.0405,1,1,1,3,Lost
1324,168.0,7.0,4828.659000000001,3,5,4,12,Loyal
1325,214.0,3.0,5448.0015,2,2,4,8,Potential
1326,434.0,2.0,608.8885,1,1,1,3,Lost
1327,246.0,4.0,4106.928,2,3,3,8,Potential
1328,36.0,4.0,16997.354,5,3,5,13,Champions
1329,504.0,3.0,2606.863,1,2,2,5,At Risk
1330,632.0,3.0,10498.221,1,2,5,8,Potential
1331,351.0,2.0,3869.0750000000003,2,1,3,6,At Risk
1332,272.0,1.0,1496.856,2,1,1,4,Lost
1333,207.0,1.0,608.8,2,1,1,4,Lost
1334,730.0,2.0,1622.157,1,1,1,3,Lost
1335,300.0,3.0,3628.3990000000003,2,2,3,7,Potential
1336,210.0,4.0,4780.3655,2,3,4,9,Potential
1337,328.0,4.0,3500.8549999999996,2,3,3,8,Potential
1338,88.0,3.0,3877.138,4,2,3,9,Potential
1339,1.0,3.0,1893.7490000000003,5,2,2,9,Potential
1341,344.0,7.0,11066.888500000003,2,5,5,12,Loyal
1343,118.0,3.0,4270.687,3,2,3,8,Potential
1344,483.0,1.0,597.28,1,1,1,3,Lost
1345,26.0,3.0,3497.299,5,2,3,10,Loyal
1346,690.0,3.0,3345.049,1,2,3,6,At Risk
1347,372.0,4.0,72359.3275,1,3,5,9,Potential
1348,315.0,1.0,1225.2199999999998,2,1,1,4,Lost
1349,670.0,3.0,2092.2780000000002,1,2,2,5,At Risk
1350,439.0,3.0,2298.1515,1,2,2,5,At Risk
1351,32.0,2.0,1575.903,5,1,1,7,Potential
1352,50.0,5.0,2260.524,4,4,2,10,Loyal
1353,112.0,2.0,34582.813,3,1,5,9,Potential
1354,46.0,5.0,4793.15,4,4,4,12,Loyal
1355,411.0,2.0,2397.603,1,1,2,4,Lost
1356,852.0,2.0,681.8420000000001,1,1,1,3,Lost
1357,335.0,4.0,39417.303,2,3,5,10,Loyal
1358,576.0,2.0,431.44399999999996,1,1,1,3,Lost
1359,42.0,3.0,3518.2925,5,2,3,10,Loyal
1360,137.0,3.0,2869.4225,3,2,2,7,Potential
1361,310.0,3.0,2997.5455,2,2,2,6,At Risk
1362,76.0,6.0,20941.636,4,5,5,14,Champions
1363,95.0,1.0,182.5615,4,1,1,6,At Risk
1364,81.0,4.0,4437.725,4,3,4,11,Loyal
1365,24.0,2.0,722.3299999999999,5,1,1,7,Potential
1366,219.0,4.0,4885.7300000000005,2,3,4,9,Potential
1367,915.0,4.0,3440.663,1,3,3,7,Potential
1368,180.0,1.0,1018.6500000000001,3,1,1,5,At Risk
1369,454.0,6.0,14108.672999999999,1,5,5,11,Loyal
1370,407.0,4.0,5751.332500000001,1,3,4,8,Potential
1371,294.0,4.0,2669.8105,2,3,2,7,Potential
1372,34.0,3.0,38361.078,5,2,5,12,Loyal
1373,424.0,1.0,802.5075,1,1,1,3,Lost
1374,59.0,4.0,3913.6915000000004,4,3,3,10,Loyal
1375,133.0,1.0,48.45,3,1,1,5,At Risk
1376,162.0,5.0,5312.721500000001,3,4,4,11,Loyal
1378,2.0,3.0,2287.407,5,2,2,9,Potential
1379,1.0,6.0,9418.2395,5,5,5,15,Champions
1380,23.0,5.0,3849.88,5,4,3,12,Loyal
1381,329.0,3.0,11134.5025,2,2,5,9,Potential
1382,38.0,4.0,12420.2485,5,3,5,13,Champions
1383,65.0,9.0,8243.610499999999,4,5,5,14,Champions
1384,176.0,4.0,4082.731,3,3,3,9,Potential
1385,137.0,2.0,2342.5840000000003,3,1,2,6,At Risk
1386,80.0,2.0,2334.367,4,1,2,7,Potential
1387,106.0,4.0,4236.753500000001,4,3,3,10,Loyal
1388,40.0,3.0,6117.924000000001,5,2,4,11,Loyal
1389,51.0,3.0,4067.0910000000003,4,2,3,9,Potential
1390,908.0,1.0,35.67,1,1,1,3,Lost
1391,37.0,4.0,6005.1535,5,3,4,12,Loyal
1392,29.0,2.0,1915.8155,5,1,2,8,Potential
1393,134.0,2.0,315.492,3,1,1,5,At Risk
1394,33.0,3.0,3362.1865000000003,5,2,3,10,Loyal
1395,190.0,2.0,1607.6689999999999,3,1,1,5,At Risk
1396,103.0,3.0,3139.1339999999996,4,2,3,9,Potential
1397,588.0,1.0,2272.796,1,1,2,4,Lost
1398,164.0,7.0,6106.3565,3,5,4,12,Loyal
1399,61.0,5.0,4237.27,4,4,3,11,Loyal
1400,385.0,3.0,3900.3035,1,2,3,6,At Risk
1401,56.0,2.0,1485.7640000000001,4,1,1,6,At Risk
1402,30.0,2.0,1373.1055000000001,5,1,1,7,Potential
1403,358.0,2.0,3052.0385000000006,2,1,2,5,At Risk
1404,89.0,3.0,1216.972,4,2,1,7,Potential
1405,267.0,6.0,5946.155499999999,2,5,4,11,Loyal
1406,10.0,6.0,7386.8655,5,5,5,15,Champions
1407,40.0,4.0,4534.74,5,3,4,12,Loyal
1408,78.0,5.0,4008.4580000000005,4,4,3,11,Loyal
1409,17.0,3.0,3351.9990000000003,5,2,3,10,Loyal
1410,100.0,9.0,12312.565,4,5,5,14,Champions
1411,149.0,3.0,6214.112,3,2,4,9,Potential
1412,462.0,3.0,3887.362,1,2,3,6,At Risk
1413,295.0,6.0,7460.478000000001,2,5,5,12,Loyal
1414,326.0,3.0,2200.2295,2,2,2,6,At Risk
1415,350.0,3.0,6489.932000000001,2,2,4,8,Potential
1416,173.0,2.0,289.104,3,1,1,5,At Risk
1417,45.0,5.0,39730.752499999995,5,4,5,14,Champions
1418,152.0,3.0,1456.07,3,2,1,6,At Risk
1419,20.0,6.0,4963.9755,5,5,4,14,Champions
1420,28.0,5.0,4878.596,5,4,4,13,Champions
1421,51.0,5.0,12951.013,4,4,5,13,Champions
1422,289.0,3.0,3050.2905,2,2,2,6,At Risk
1423,520.0,6.0,4960.9685,1,5,4,10,Loyal
1424,61.0,5.0,40588.5755,4,4,5,13,Champions
1425,231.0,2.0,1004.6814999999999,2,1,1,4,Lost
1426,169.0,5.0,22877.0795,3,4,5,12,Loyal
1427,108.0,3.0,3006.0510000000004,3,2,2,7,Potential
1428,484.0,3.0,3367.294,1,2,3,6,At Risk
1429,165.0,7.0,22592.903,3,5,5,13,Champions
1430,100.0,2.0,2092.3900000000003,4,1,2,7,Potential
1431,428.0,1.0,938.11,1,1,1,3,Lost
1432,262.0,3.0,2712.7679999999996,2,2,2,6,At Risk
1433,247.0,2.0,567.47,2,1,1,4,Lost
1434,86.0,5.0,4316.6905,4,4,3,11,Loyal
1436,150.0,6.0,5662.708,3,5,4,12,Loyal
1437,180.0,3.0,1737.3500000000001,3,2,1,6,At Risk
1438,61.0,6.0,3212.797,4,5,3,12,Loyal
1439,181.0,3.0,2799.223,3,2,2,7,Potential
1440,56.0,3.0,3251.7305,4,2,3,9,Potential
1441,29.0,2.0,3712.7895,5,1,3,9,Potential
1442,188.0,4.0,3650.35,3,3,3,9,Potential
1443,87.0,5.0,5477.224,4,4,4,12,Loyal
1444,177.0,3.0,1434.61,3,2,1,6,At Risk
1445,240.0,5.0,4601.394,2,4,4,10,Loyal
1446,123.0,1.0,45.5335,3,1,1,5,At Risk
1447,687.0,1.0,1747.32,1,1,1,3,Lost
1448,147.0,5.0,9203.974,3,4,5,12,Loyal
1449,204.0,6.0,5617.531500000001,2,5,4,11,Loyal
1450,15.0,8.0,9603.5115,5,5,5,15,Champions
1451,56.0,4.0,2905.67,4,3,2,9,Potential
1452,230.0,4.0,3708.98,2,3,3,8,Potential
1453,213.0,4.0,2603.7495,2,3,2,7,Potential
1454,56.0,3.0,2836.455,4,2,2,8,Potential
1455,46.0,4.0,38455.7135,4,3,5,12,Loyal
1456,94.0,4.0,7131.3295,4,3,5,12,Loyal
1457,59.0,5.0,8089.196,4,4,5,13,Champions
1458,75.0,2.0,420.49399999999997,4,1,1,6,At Risk
1459,57.0,4.0,2870.0785,4,3,2,9,Potential
1460,905.0,1.0,120.2035,1,1,1,3,Lost
1461,380.0,2.0,2584.274,1,1,2,4,Lost
1462,244.0,4.0,3690.109,2,3,3,8,Potential
1463,502.0,3.0,4155.957,1,2,3,6,At Risk
1464,9.0,5.0,9202.168,5,4,5,14,Champions
1465,242.0,3.0,1229.247,2,2,1,5,At Risk
1466,528.0,2.0,3105.777,1,1,3,5,At Risk
1467,773.0,2.0,1848.3245000000002,1,1,2,4,Lost
1468,372.0,4.0,5506.267500000001,1,3,4,8,Potential
1469,19.0,7.0,11209.2235,5,5,5,15,Champions
